company_id,report_date,credit_score,payment_index,derogatory_count,years_on_file,trade_lines_count,utilization_rate
COMP_000042,2023-06-22,43,55.04,3,14.346012782335489,47,0.7421
COMP_000043,2024-06-24,80,96.33,3,13.5160926651407,47,0.8666
COMP_000043,2024-01-28,79,65.49,2,1.0378946819331383,18,0.2627
COMP_000043,2021-09-16,72,99.47,2,7.935609996562336,9,0.2712
COMP_000044,2022-01-01,77,99.89,1,17.70219854071522,28,0.7057
COMP_000044,2022-05-26,80,72.77,1,6.322556789075175,20,0.606
COMP_000045,2020-09-13,48,55.69,5,1.5524069483123384,31,0.6429
COMP_000045,2020-10-03,47,38.64,2,6.331071406366448,22,0.1625
COMP_000045,2024-09-17,52,66.27,5,4.335256083678978,19,0.6563
COMP_000046,2023-07-03,60,71.2,3,6.26961127568622,40,0.4721
COMP_000046,2021-11-27,65,93.99,0,17.59317990448397,31,0.3509
COMP_000046,2024-05-12,62,78.6,3,13.593638795268857,24,0.5448
COMP_000047,2022-12-14,75,86.79,0,9.560558755540862,26,0.5455
COMP_000048,2021-06-04,76,71.14,2,2.57638921611795,8,0.307
COMP_000049,2022-11-23,84,69.88,0,7.552137116082847,17,0.5493
COMP_000050,2022-06-30,70,98.22,3,3.690687124306443,20,0.7568
COMP_000051,2020-07-19,78,73.65,2,5.846672241328819,36,0.2011
COMP_000051,2023-03-26,71,66.64,0,13.35670461666963,24,0.8153
COMP_000051,2022-08-19,71,77.18,0,2.344914166165763,28,0.5525
COMP_000052,2021-11-15,81,88.95,2,18.247017006628933,38,0.6459
COMP_000052,2021-11-21,88,84.11,0,12.859824040880964,19,0.5552
COMP_000052,2023-10-22,86,74.24,0,9.162902791030245,24,0.4712
COMP_000053,2024-11-04,93,91.62,0,14.467438268364145,42,0.2334
COMP_000053,2020-03-17,91,62.6,0,5.662650013022855,34,0.2987
COMP_000054,2024-04-04,59,45.11,5,13.905506485722334,50,0.5631
COMP_000054,2022-10-22,65,88.75,0,12.323893547434455,35,0.6252
COMP_000055,2020-01-27,58,50.89,2,5.6477930838409005,39,0.6105
COMP_000056,2020-05-31,79,83.93,1,1.0,18,0.5365
COMP_000056,2020-03-24,87,73.07,0,1.0,37,0.2043
COMP_000056,2023-08-26,85,99.2,1,1.0,36,0.8145
COMP_000057,2024-09-28,85,67.99,0,4.370202022506076,24,0.8438
COMP_000057,2022-04-22,84,78.52,0,1.386343363999245,8,0.6359
COMP_000058,2021-06-23,61,67.88,3,8.076144842879732,44,0.4521
COMP_000058,2021-04-19,62,93.01,2,5.360911683795109,5,0.3305
COMP_000059,2022-08-16,90,78.24,0,12.63505013898551,44,0.3893
COMP_000059,2021-08-02,87,82.09,0,1.3947613596855017,9,0.749
COMP_000059,2023-07-20,92,92.13,0,15.49056245117612,6,0.7796
COMP_000060,2024-07-24,68,98.63,2,6.504117825372994,32,0.73
COMP_000060,2020-11-01,68,67.71,1,2.0753119831862934,40,0.1221
COMP_000060,2022-09-04,73,75.48,1,15.91473718655581,39,0.4147
COMP_000061,2020-07-29,71,93.0,3,2.6985339722510213,49,0.3123
COMP_000061,2022-09-28,73,99.23,1,5.281900858020285,34,0.4604
COMP_000061,2020-04-14,69,74.3,0,3.216485009972863,5,0.5064
COMP_000062,2020-05-31,54,51.71,2,4.481458045564578,19,0.7801
COMP_000063,2021-09-24,81,88.06,0,6.884592795296571,42,0.5515
COMP_000064,2021-01-03,39,48.97,5,4.600644121893433,31,0.7875
COMP_000064,2023-06-05,43,75.85,2,14.489599630008394,24,0.757
COMP_000065,2020-09-25,51,30.16,2,18.222369221953624,33,0.1334
COMP_000066,2021-05-23,59,61.62,1,1.4345593571494604,42,0.2195
COMP_000066,2020-07-19,55,52.7,2,7.914295476189183,17,0.1288
COMP_000067,2022-07-10,79,74.11,0,2.2286440323359615,37,0.6554
COMP_000067,2023-11-21,80,84.31,0,1.0581344339137453,13,0.184
COMP_000068,2020-10-21,88,79.45,0,10.888887013879373,36,0.5241
COMP_000068,2024-12-25,92,65.96,0,7.879422831781298,32,0.7064
COMP_000068,2023-12-20,91,74.83,0,5.702658031341237,15,0.3651
COMP_000069,2021-06-08,58,74.67,1,1.788309168683468,49,0.3742
COMP_000069,2023-03-15,58,69.0,5,2.8615234903441644,13,0.2902
COMP_000070,2020-09-30,91,62.24,0,1.093292379912142,26,0.2252
COMP_000070,2022-03-24,96,70.22,0,2.5570365706783784,29,0.2404
COMP_000070,2024-03-25,97,61.76,0,1.0121695444369092,25,0.6429
COMP_000071,2023-03-04,62,94.97,1,15.02099499032003,6,0.699
COMP_000071,2022-11-29,56,57.13,2,18.275799702748422,40,0.6477
COMP_000071,2023-01-29,60,62.69,2,7.222319219657209,36,0.7281
COMP_000072,2022-05-06,52,68.14,3,4.308761793006205,11,0.6066
COMP_000072,2024-03-28,51,65.76,3,19.742848082469088,19,0.7172
COMP_000072,2023-04-14,50,30.78,4,12.014231108948195,5,0.3813
COMP_000073,2021-06-22,85,79.03,0,7.517251613518141,40,0.5731
COMP_000073,2023-04-21,94,62.91,0,16.058867096844907,35,0.7103
COMP_000073,2021-06-27,91,99.64,0,18.521138675858467,30,0.3894
COMP_000074,2020-01-07,91,80.26,0,18.53877132449082,20,0.1519
COMP_000075,2024-05-04,65,68.7,3,17.328469995065404,36,0.138
COMP_000075,2023-11-08,59,65.44,4,1.0321154812581772,45,0.493
COMP_000076,2021-11-22,85,93.66,0,3.2863350831493556,21,0.4604
COMP_000077,2024-08-16,66,66.51,3,6.542570196459808,50,0.7521
COMP_000077,2022-03-19,73,66.31,2,6.0297791555551346,45,0.6558
COMP_000077,2024-10-01,72,69.5,2,7.903195415139441,8,0.8747
COMP_000078,2023-04-02,51,37.4,3,3.4017080480222703,37,0.4493
COMP_000079,2021-04-14,53,74.45,5,12.533137841329218,46,0.6186
COMP_000080,2024-05-23,99,64.68,0,6.483404845030822,3,0.5571
COMP_000080,2021-06-14,95,73.33,0,7.248663804418468,24,0.6551
COMP_000080,2021-04-08,94,80.49,0,2.3437109002395675,26,0.3616
COMP_000081,2024-07-14,45,53.18,4,6.376549202382533,20,0.8804
COMP_000081,2023-03-16,42,60.79,1,2.1269520053497577,32,0.1405
COMP_000081,2021-08-08,39,61.97,3,3.755921780947646,12,0.6587
COMP_000082,2022-05-09,78,89.08,1,18.59915100584687,42,0.4923
COMP_000082,2021-11-06,81,87.73,0,15.414586615468945,23,0.1746
COMP_000082,2022-09-21,76,76.63,3,10.34358675286923,29,0.5049
COMP_000083,2020-10-12,38,47.09,2,6.445642731164408,12,0.4463
COMP_000084,2022-09-29,92,84.99,0,14.714948183668431,39,0.2202
COMP_000084,2021-10-18,89,97.36,0,6.436291608629958,29,0.723
COMP_000085,2022-01-03,44,57.17,3,7.0431126579154935,4,0.1324
COMP_000086,2022-04-07,41,61.14,4,14.277358586824795,25,0.4553
COMP_000086,2022-10-28,45,38.05,5,7.819161229365426,15,0.2756
COMP_000086,2024-06-12,44,34.25,5,7.116583509357168,37,0.5319
COMP_000087,2020-12-19,45,34.83,1,18.07792797866966,36,0.5011
COMP_000087,2022-01-13,47,56.9,5,19.196995647863876,31,0.4483
COMP_000087,2024-04-18,43,52.76,2,17.946837209326464,16,0.1752
COMP_000088,2021-04-28,49,33.65,1,9.536454852469827,6,0.1641
COMP_000089,2020-05-07,74,62.72,2,17.41585932083749,46,0.2151
COMP_000090,2023-11-24,59,42.7,1,4.516376259077996,43,0.2602
COMP_000090,2021-06-06,53,45.87,2,5.329989242231479,29,0.8556
COMP_000090,2023-06-23,57,30.51,1,18.39311382679625,24,0.8235
COMP_000091,2023-12-17,61,67.98,3,12.995035490756399,46,0.3473
COMP_000091,2023-06-23,66,97.41,1,1.0833690171737185,30,0.5234
COMP_000092,2022-06-08,88,91.69,1,17.78739494554075,21,0.8968
COMP_000093,2020-05-25,63,60.16,3,15.212414805416376,32,0.5377
COMP_000093,2020-10-30,57,68.9,4,4.595608643317558,16,0.4477
COMP_000093,2021-08-18,62,93.13,3,8.345991900290892,23,0.1874
COMP_000094,2022-01-27,86,61.56,0,14.511079769164436,19,0.3947
COMP_000095,2021-09-11,81,87.21,0,8.999175899347676,13,0.1752
COMP_000096,2022-09-13,86,64.96,0,3.030661497462125,43,0.2995
COMP_000097,2024-08-22,66,75.41,0,6.518943832123403,40,0.8603
COMP_000097,2021-05-06,68,88.87,0,5.690267731035263,19,0.6304
COMP_000098,2022-11-12,69,69.66,0,5.153382700232562,5,0.7495
COMP_000099,2023-10-31,67,67.96,1,7.844406359525242,35,0.2104
COMP_000100,2022-07-16,66,82.49,1,13.174437414596557,40,0.4684
COMP_000100,2020-09-01,64,82.35,2,4.559754899549378,43,0.745
COMP_000101,2024-11-16,95,72.66,0,12.012078740662593,41,0.5384
COMP_000102,2020-09-22,45,60.56,1,3.3970973262966537,47,0.7089
COMP_000103,2024-02-05,44,44.02,3,2.575175478513387,34,0.2452
COMP_000103,2022-01-06,38,41.24,4,14.090764762015652,4,0.5934
COMP_000103,2021-10-07,39,71.0,3,16.017981363630387,43,0.6662
COMP_000104,2023-02-11,63,97.05,1,12.745020494853737,40,0.5294
COMP_000104,2024-01-15,57,54.79,2,16.148407999823974,12,0.7101
COMP_000104,2020-12-15,58,47.19,1,12.871153412461162,4,0.7442
COMP_000105,2024-08-15,74,67.07,0,14.68818123795208,49,0.2476
COMP_000105,2021-10-04,70,65.6,3,18.338080037236978,29,0.1839
COMP_000105,2021-11-04,74,97.21,0,7.436704885869997,49,0.5588
COMP_000106,2021-07-08,50,63.32,5,7.666338034533226,45,0.4617
COMP_000106,2021-12-16,46,66.54,5,5.871179723843837,11,0.5334
COMP_000106,2024-04-13,45,49.43,3,5.067466324694851,21,0.4635
COMP_000107,2023-09-05,58,59.7,5,1.6631380220660001,48,0.6098
COMP_000107,2022-05-16,56,66.22,4,2.2912035726347257,33,0.6165
COMP_000107,2024-06-07,56,72.95,2,11.138646374806926,34,0.4255
COMP_000108,2020-09-22,81,69.55,0,12.365639121555894,39,0.2646
COMP_000108,2020-08-16,83,70.13,0,11.916845711408278,12,0.7001
COMP_000108,2021-10-24,80,60.92,1,4.883433727145441,13,0.609
COMP_000109,2024-06-08,85,69.1,0,11.185870150241053,23,0.5921
COMP_000109,2021-06-13,81,71.15,0,12.432636044108227,17,0.3441
COMP_000110,2022-01-07,90,80.32,0,5.865326398649017,7,0.7714
COMP_000110,2021-02-18,85,70.25,2,1.5670413951468372,13,0.4295
COMP_000111,2022-04-19,67,81.96,0,16.881734435140576,26,0.6555
COMP_000111,2022-06-02,57,38.58,3,9.751230469478447,21,0.7583
COMP_000112,2023-07-16,79,90.93,2,4.986032932517467,25,0.7131
COMP_000112,2022-05-23,76,62.39,1,15.294004274403997,23,0.2124
COMP_000113,2023-08-29,48,32.46,4,8.058084370914575,17,0.6691
COMP_000113,2021-06-06,55,48.79,1,4.961860777737371,18,0.1994
COMP_000114,2022-03-09,36,49.95,5,14.758836036567862,39,0.3975
COMP_000114,2022-04-15,45,42.99,4,15.68964710959458,40,0.1711
COMP_000114,2024-06-30,35,78.54,2,7.346130149266925,45,0.8124
COMP_000115,2020-09-29,62,74.17,2,14.801762235100732,12,0.8562
COMP_000115,2021-01-15,62,73.58,2,7.955434909513443,25,0.1611
COMP_000116,2024-01-19,40,75.52,5,6.450320735663722,34,0.2679
COMP_000117,2024-08-25,63,90.86,2,1.923505276543894,5,0.8509
COMP_000117,2023-02-10,71,85.52,3,5.52555472658382,10,0.7538
COMP_000117,2020-06-01,63,65.24,0,7.807011461106917,32,0.4344
COMP_000118,2024-02-06,47,30.98,3,13.611912696298795,39,0.337
COMP_000119,2022-07-22,78,84.71,3,9.562836282397903,32,0.6487
COMP_000119,2024-09-10,79,60.42,3,3.1677936114314638,50,0.196
COMP_000119,2024-08-31,77,62.86,1,4.018867950641171,30,0.7801
COMP_000120,2023-08-15,79,73.96,3,12.881740047141534,41,0.6028
COMP_000120,2020-03-09,81,65.33,0,16.750317308583323,30,0.6517
COMP_000120,2022-08-07,77,65.28,1,17.52319370383771,38,0.3326
COMP_000121,2023-03-04,62,71.32,2,6.5780281108589325,14,0.5553
COMP_000121,2022-02-08,69,74.02,3,19.176965922877017,32,0.4037
COMP_000121,2023-07-02,66,79.49,3,15.682929213011871,26,0.6692
COMP_000122,2021-11-11,82,96.48,0,7.2457562346316085,39,0.6866
COMP_000122,2021-03-11,78,66.26,2,13.112157447506904,49,0.7142
COMP_000123,2021-05-14,75,74.22,0,1.533149578686335,23,0.3287
COMP_000123,2024-06-07,79,75.8,1,5.346975697681766,34,0.3253
COMP_000123,2020-04-01,76,84.09,3,6.948621336854538,28,0.8527
COMP_000124,2020-03-19,51,39.6,5,5.721293565792923,29,0.1987
COMP_000125,2023-10-08,40,79.88,1,3.9941284477430496,33,0.5454
COMP_000125,2023-12-23,42,38.9,5,2.182092584322789,48,0.8909
COMP_000126,2021-07-13,65,67.95,3,4.695037028141133,18,0.7165
COMP_000127,2023-04-20,98,80.97,1,2.7592794962233564,27,0.4538
COMP_000127,2020-06-29,99,80.69,0,1.4251288733933034,9,0.1276
COMP_000128,2024-01-10,47,73.61,5,6.111500258078155,36,0.5162
COMP_000129,2022-04-23,73,67.45,3,11.9483000139889,27,0.5394
COMP_000129,2022-12-15,69,78.36,3,16.207453991955234,37,0.6397
COMP_000130,2024-04-08,45,44.62,4,1.4580112651830002,12,0.7059
COMP_000130,2020-12-18,43,67.89,3,2.037382555219792,45,0.8533
COMP_000130,2021-06-20,48,53.71,4,1.0648089869103436,39,0.6049
COMP_000131,2023-08-03,79,86.57,3,18.83239412422712,21,0.7141
COMP_000131,2023-03-04,74,78.81,2,8.293993507413308,18,0.2967
COMP_000131,2024-03-30,72,75.32,1,10.568194527965742,3,0.1686
COMP_000132,2021-07-21,57,53.56,1,6.037077293865198,36,0.5511
COMP_000133,2023-10-24,73,67.0,1,11.561257973475383,21,0.1404
COMP_000134,2023-11-02,46,60.05,2,19.84845606748874,24,0.5587
COMP_000134,2022-09-28,46,33.53,3,4.616960055054767,29,0.2649
COMP_000135,2022-11-14,94,70.88,0,3.6900749575325906,9,0.1069
COMP_000135,2024-03-13,89,60.78,0,6.004174134631727,13,0.115
COMP_000135,2022-07-20,91,61.6,0,1.6007246115456106,6,0.1145
COMP_000136,2022-06-19,86,98.75,0,3.6479547706438438,26,0.5473
COMP_000137,2021-04-09,58,43.43,4,13.76754067295799,47,0.1266
COMP_000137,2023-02-28,62,91.34,0,12.693417069722347,36,0.2753
COMP_000138,2023-09-30,90,99.86,0,13.507353931821381,41,0.782
COMP_000138,2021-05-22,89,60.77,0,8.319748236753613,32,0.3347
COMP_000139,2024-10-21,45,40.11,3,7.773659211581373,31,0.8442
COMP_000139,2021-03-17,42,39.22,3,18.790826362310845,20,0.4483
COMP_000139,2021-01-03,36,31.96,1,4.974360518523152,6,0.5814
COMP_000140,2022-12-23,68,84.47,0,1.428453129246754,36,0.5122
COMP_000140,2021-01-29,64,92.9,2,3.661079696851462,42,0.1896
COMP_000141,2022-05-26,50,63.17,2,9.212021679562264,8,0.2517
COMP_000141,2024-08-20,53,78.26,4,14.25022652055457,6,0.4274
COMP_000142,2020-05-25,39,48.12,1,18.455523019849235,22,0.8708
COMP_000142,2022-01-27,38,75.98,3,8.529237813798407,42,0.1982
COMP_000142,2020-07-10,44,78.39,4,1.0869972529603085,7,0.7936
COMP_000143,2020-10-29,50,53.75,1,1.6165061205766202,29,0.6328
COMP_000143,2021-05-25,51,55.86,2,1.8969964359124543,26,0.6921
COMP_000143,2020-03-02,47,48.52,3,2.016728658064588,38,0.3417
COMP_000144,2021-08-06,83,62.1,0,10.02273802110652,18,0.8135
COMP_000144,2023-08-20,82,77.46,0,15.835951775647805,30,0.3411
COMP_000145,2023-01-23,43,65.89,2,1.1171478332969997,36,0.1153
COMP_000146,2023-11-29,82,85.22,0,14.65122378815312,4,0.2554
COMP_000147,2022-01-23,69,73.37,0,14.520369602426598,39,0.5355
COMP_000147,2023-05-06,70,84.95,1,5.137859629332145,32,0.4841
COMP_000148,2021-06-13,96,68.17,0,19.568924869800192,17,0.7638
COMP_000149,2024-04-16,40,75.08,2,12.796465807578683,18,0.681
COMP_000150,2024-10-30,88,99.17,0,9.102812755660947,27,0.3392
COMP_000150,2020-02-16,80,66.79,0,9.645997078631632,14,0.5861
COMP_000150,2021-06-08,81,87.3,0,12.921354098632518,4,0.3356
COMP_000151,2024-03-03,87,74.4,0,14.8265049591224,19,0.3448
COMP_000152,2024-06-21,36,57.48,2,16.708891135807534,33,0.2997
COMP_000152,2020-08-29,39,31.07,2,15.29010414984652,34,0.6902
COMP_000153,2020-10-25,70,95.26,2,12.108876636883853,30,0.2693
COMP_000154,2022-02-27,84,67.65,0,7.462618825120265,13,0.2636
COMP_000155,2021-04-01,83,76.22,0,11.430000745026163,43,0.6209
COMP_000155,2022-12-18,79,92.6,2,9.909531898274036,13,0.3775
COMP_000156,2023-07-20,94,71.83,0,7.8873126580441095,42,0.2218
COMP_000156,2020-07-08,93,80.93,0,3.2151499348937813,3,0.6246
COMP_000156,2020-07-27,88,85.09,0,11.960686559635482,31,0.1005
COMP_000157,2021-04-02,46,53.61,2,1.1311917803191354,8,0.6519
COMP_000157,2021-05-14,52,34.28,3,3.894462416843676,4,0.7535
COMP_000157,2022-12-19,48,35.29,1,3.540233633431164,29,0.2981
COMP_000158,2020-01-12,64,60.45,3,11.075823408775841,14,0.4745
COMP_000158,2023-06-07,65,99.39,0,3.2292133847170796,13,0.7891
COMP_000159,2021-11-10,67,62.14,3,6.6049541975387465,11,0.5164
COMP_000160,2022-11-17,43,31.34,4,3.5651699471981746,11,0.689
COMP_000161,2021-10-26,56,38.01,1,7.017659188247967,31,0.859
COMP_000161,2020-12-17,48,68.83,4,9.226720735647614,8,0.7596
COMP_000162,2023-10-03,75,85.69,3,4.607273948674313,32,0.8364
COMP_000162,2020-12-28,79,62.64,1,6.049031710448436,11,0.6679
COMP_000162,2023-12-20,78,64.93,1,14.801366376147866,42,0.7402
COMP_000163,2022-08-15,63,82.18,3,4.193049944145497,38,0.8177
COMP_000163,2023-02-18,61,72.51,2,9.564650137626248,6,0.8025
COMP_000163,2021-05-23,62,61.66,3,4.327753830441276,27,0.2926
COMP_000164,2020-06-06,73,77.26,3,1.0423678032927643,43,0.5596
COMP_000164,2023-02-12,69,94.82,1,8.301027821374143,19,0.6965
COMP_000165,2020-07-09,80,90.59,1,5.8932569165786735,50,0.1357
COMP_000166,2023-03-28,70,64.6,0,2.8149904009411775,16,0.7586
COMP_000166,2021-07-29,67,99.76,2,1.7869376559130956,34,0.653
COMP_000167,2024-03-25,63,62.28,0,1.3987179570066068,49,0.2024
COMP_000168,2020-05-26,82,85.36,0,10.871519772572917,32,0.2689
COMP_000168,2024-05-04,80,92.7,3,8.935438321362978,30,0.1017
COMP_000168,2021-10-11,82,67.47,0,8.583848060432977,35,0.357
COMP_000169,2023-02-14,76,92.39,3,8.661016555306997,46,0.3975
COMP_000170,2022-12-02,58,33.82,2,12.270302549729097,25,0.5679
COMP_000170,2020-07-05,57,77.69,5,7.495506454828466,9,0.2272
COMP_000171,2021-08-01,83,77.93,0,7.759406002164738,14,0.7353
COMP_000172,2021-12-22,54,52.5,3,18.21941436629076,13,0.5326
COMP_000173,2022-11-09,59,72.76,5,13.044187875451989,27,0.5175
COMP_000174,2023-04-24,90,81.58,0,2.8445307048778243,24,0.5597
COMP_000175,2023-06-08,80,68.77,3,15.435053151005938,17,0.6384
COMP_000175,2022-08-02,83,77.45,0,1.0271512955986126,50,0.7972
COMP_000175,2022-05-20,83,75.17,2,12.238871346439108,20,0.7862
COMP_000176,2021-07-26,85,62.15,0,1.417922472982431,35,0.1383
COMP_000176,2020-03-09,81,82.54,0,4.333761657505567,42,0.5059
COMP_000176,2021-08-09,88,96.57,0,1.3660300131059635,42,0.3763
COMP_000177,2022-07-03,68,66.88,3,13.943193918658423,24,0.2614
COMP_000177,2023-10-27,66,65.34,2,11.047285895668931,50,0.7936
COMP_000177,2020-01-10,68,92.66,1,2.037809947635385,28,0.3195
COMP_000178,2020-02-15,92,80.14,0,13.951499066115549,35,0.8711
COMP_000178,2020-07-15,98,71.16,1,7.075879813707146,16,0.6059
COMP_000178,2021-12-09,92,75.43,0,13.111963167800202,7,0.7041
COMP_000179,2023-06-10,56,77.69,3,7.77537857241195,16,0.6175
COMP_000179,2020-12-21,52,73.68,1,19.465443285271924,10,0.7404
COMP_000180,2022-09-13,54,47.03,1,19.677798231055533,26,0.4817
COMP_000180,2022-06-28,55,71.25,2,5.157752902064375,26,0.6615
COMP_000181,2024-01-14,95,79.6,0,1.3613050130074043,5,0.4327
COMP_000181,2023-10-06,86,78.67,0,5.014271641687923,7,0.6791
COMP_000181,2022-01-15,91,77.61,0,12.32483674184218,14,0.7625
COMP_000182,2022-06-13,70,73.66,1,12.441274657681271,32,0.5575
COMP_000183,2024-09-15,61,97.39,1,2.637250576213081,16,0.1617
COMP_000183,2024-08-23,70,98.34,1,12.878234366304492,5,0.8671
COMP_000184,2020-10-16,63,68.78,2,1.796154941604667,4,0.4884
COMP_000185,2020-04-24,76,70.07,3,14.075662880856722,7,0.8991
COMP_000186,2023-04-11,71,81.98,0,2.5517548253619227,23,0.539
COMP_000187,2023-01-27,47,41.72,3,10.751527414965862,21,0.5546
COMP_000188,2022-01-31,47,71.24,1,15.715506995969506,18,0.6658
COMP_000189,2023-12-06,79,74.21,2,2.184898014130154,38,0.3049
COMP_000189,2023-05-08,83,94.28,0,6.909867648282452,41,0.4197
COMP_000189,2023-10-10,81,63.28,0,12.881531027011974,3,0.4942
COMP_000190,2021-07-07,46,67.07,4,13.272167790424827,29,0.8912
COMP_000190,2023-07-11,46,41.12,1,13.677362983511241,3,0.4096
