loan_id,payment_date,scheduled_amount,actual_amount,days_past_due,payment_status
LOAN_000005,2023-11-02,18857.14,18857.14,0,on_time
LOAN_000005,2023-12-02,18857.14,18857.14,0,on_time
LOAN_000005,2024-01-01,18857.14,18857.14,0,on_time
LOAN_000005,2024-01-31,18857.14,18857.14,0,on_time
LOAN_000005,2024-03-01,18857.14,18857.14,0,on_time
LOAN_000005,2024-03-31,18857.14,18857.14,0,on_time
LOAN_000005,2024-04-30,18857.14,18857.14,0,on_time
LOAN_000005,2024-05-30,18857.14,18857.14,0,on_time
LOAN_000005,2024-06-29,18857.14,18857.14,0,on_time
LOAN_000005,2024-07-29,18857.14,18857.14,0,on_time
LOAN_000005,2024-08-28,18857.14,18857.14,0,on_time
LOAN_000005,2024-09-27,18857.14,18857.14,0,on_time
LOAN_000005,2024-10-27,18857.14,18857.14,0,on_time
LOAN_000005,2024-11-26,18857.14,18857.14,0,on_time
LOAN_000005,2024-12-26,18857.14,18857.14,0,on_time
LOAN_000005,2025-01-25,18857.14,18857.14,0,on_time
LOAN_000005,2025-02-24,18857.14,18857.14,0,on_time
LOAN_000005,2025-03-26,18857.14,18857.14,0,on_time
LOAN_000005,2025-04-25,18857.14,18857.14,0,on_time
LOAN_000005,2025-05-25,18857.14,18857.14,0,on_time
LOAN_000005,2025-06-24,18857.14,18857.14,0,on_time
LOAN_000005,2025-07-24,18857.14,18857.14,0,on_time
LOAN_000005,2025-08-23,18857.14,18857.14,14,late
LOAN_000005,2025-09-22,18857.14,18857.14,0,on_time
LOAN_000005,2025-10-22,18857.14,18857.14,0,on_time
LOAN_000005,2025-11-21,18857.14,18857.14,0,on_time
LOAN_000005,2025-12-21,18857.14,18857.14,0,on_time
LOAN_000006,2024-07-03,4166666.67,4166666.67,0,on_time
LOAN_000006,2024-08-02,4166666.67,4166666.67,0,on_time
LOAN_000006,2024-09-01,4166666.67,4166666.67,0,on_time
LOAN_000006,2024-10-01,4166666.67,4166666.67,0,on_time
LOAN_000006,2024-10-31,4166666.67,4166666.67,0,on_time
LOAN_000006,2024-11-30,4166666.67,4166666.67,0,on_time
LOAN_000006,2024-12-30,4166666.67,4166666.67,0,on_time
LOAN_000006,2025-01-29,4166666.67,4166666.67,0,on_time
LOAN_000006,2025-02-28,4166666.67,4166666.67,0,on_time
LOAN_000006,2025-03-30,4166666.67,4166666.67,0,on_time
LOAN_000006,2025-04-29,4166666.67,4166666.67,0,on_time
LOAN_000006,2025-05-29,4166666.67,4166666.67,0,on_time
LOAN_000007,2023-11-22,1041666.67,1041666.67,9,late
LOAN_000007,2023-12-22,1041666.67,1041666.67,0,on_time
LOAN_000007,2024-01-21,1041666.67,1041666.67,18,late
LOAN_000007,2024-02-20,1041666.67,1041666.67,0,on_time
LOAN_000007,2024-03-21,1041666.67,1041666.67,14,late
LOAN_000007,2024-04-20,1041666.67,1041666.67,0,on_time
LOAN_000007,2024-05-20,1041666.67,1041666.67,0,on_time
LOAN_000007,2024-06-19,1041666.67,1041666.67,0,on_time
LOAN_000007,2024-07-19,1041666.67,1041666.67,0,on_time
LOAN_000007,2024-08-18,1041666.67,1041666.67,0,on_time
LOAN_000007,2024-09-17,1041666.67,1041666.67,0,on_time
LOAN_000007,2024-10-17,1041666.67,1041666.67,0,on_time
LOAN_000007,2024-11-16,1041666.67,1041666.67,0,on_time
LOAN_000007,2024-12-16,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-01-15,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-02-14,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-03-16,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-04-15,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-05-15,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-06-14,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-07-14,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-08-13,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-09-12,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-10-12,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-11-11,1041666.67,1041666.67,0,on_time
LOAN_000007,2025-12-11,1041666.67,1041666.67,0,on_time
LOAN_000008,2022-09-04,774481.02,774481.02,0,on_time
LOAN_000008,2022-10-04,774481.02,774481.02,0,on_time
LOAN_000008,2022-11-03,774481.02,774481.02,0,on_time
LOAN_000008,2022-12-03,774481.02,774481.02,0,on_time
LOAN_000008,2023-01-02,774481.02,774481.02,0,on_time
LOAN_000008,2023-02-01,774481.02,774481.02,0,on_time
LOAN_000008,2023-03-03,774481.02,774481.02,0,on_time
LOAN_000008,2023-04-02,774481.02,774481.02,0,on_time
LOAN_000008,2023-05-02,774481.02,774481.02,0,on_time
LOAN_000008,2023-06-01,774481.02,774481.02,0,on_time
LOAN_000008,2023-07-01,774481.02,774481.02,0,on_time
LOAN_000008,2023-07-31,774481.02,774481.02,0,on_time
LOAN_000008,2023-08-30,774481.02,774481.02,0,on_time
LOAN_000008,2023-09-29,774481.02,774481.02,0,on_time
LOAN_000008,2023-10-29,774481.02,774481.02,0,on_time
LOAN_000008,2023-11-28,774481.02,774481.02,0,on_time
LOAN_000008,2023-12-28,774481.02,774481.02,0,on_time
LOAN_000008,2024-01-27,774481.02,774481.02,0,on_time
LOAN_000008,2024-02-26,774481.02,774481.02,0,on_time
LOAN_000008,2024-03-27,774481.02,774481.02,0,on_time
LOAN_000008,2024-04-26,774481.02,774481.02,0,on_time
LOAN_000008,2024-05-26,774481.02,774481.02,0,on_time
LOAN_000008,2024-06-25,774481.02,774481.02,0,on_time
LOAN_000008,2024-07-25,774481.02,774481.02,0,on_time
LOAN_000008,2024-08-24,774481.02,774481.02,0,on_time
LOAN_000008,2024-09-23,774481.02,774481.02,0,on_time
LOAN_000008,2024-10-23,774481.02,774481.02,0,on_time
LOAN_000008,2024-11-22,774481.02,774481.02,0,on_time
LOAN_000008,2024-12-22,774481.02,774481.02,0,on_time
LOAN_000008,2025-01-21,774481.02,774481.02,0,on_time
LOAN_000008,2025-02-20,774481.02,774481.02,0,on_time
LOAN_000008,2025-03-22,774481.02,774481.02,0,on_time
LOAN_000008,2025-04-21,774481.02,774481.02,0,on_time
LOAN_000008,2025-05-21,774481.02,774481.02,0,on_time
LOAN_000008,2025-06-20,774481.02,774481.02,0,on_time
LOAN_000008,2025-07-20,774481.02,774481.02,0,on_time
LOAN_000008,2025-08-19,774481.02,774481.02,0,on_time
LOAN_000008,2025-09-18,774481.02,774481.02,0,on_time
LOAN_000008,2025-10-18,774481.02,774481.02,0,on_time
LOAN_000008,2025-11-17,774481.02,774481.02,0,on_time
LOAN_000008,2025-12-17,774481.02,774481.02,0,on_time
LOAN_000009,2024-08-09,833333.33,833333.33,0,on_time
LOAN_000009,2024-09-08,833333.33,833333.33,0,on_time
LOAN_000009,2024-10-08,833333.33,833333.33,0,on_time
LOAN_000009,2024-11-07,833333.33,833333.33,0,on_time
LOAN_000009,2024-12-07,833333.33,833333.33,0,on_time
LOAN_000009,2025-01-06,833333.33,833333.33,0,on_time
LOAN_000009,2025-02-05,833333.33,833333.33,0,on_time
LOAN_000009,2025-03-07,833333.33,833333.33,0,on_time
LOAN_000009,2025-04-06,833333.33,833333.33,0,on_time
LOAN_000009,2025-05-06,833333.33,833333.33,0,on_time
LOAN_000009,2025-06-05,833333.33,833333.33,0,on_time
LOAN_000009,2025-07-05,833333.33,833333.33,25,late
LOAN_000009,2025-08-04,833333.33,833333.33,0,on_time
LOAN_000009,2025-09-03,833333.33,833333.33,0,on_time
LOAN_000009,2025-10-03,833333.33,833333.33,0,on_time
LOAN_000009,2025-11-02,833333.33,833333.33,0,on_time
LOAN_000009,2025-12-02,833333.33,833333.33,0,on_time
LOAN_000009,2026-01-01,833333.33,512461.57,55,partial
LOAN_000010,2022-12-20,276707.58,276707.58,0,on_time
LOAN_000010,2023-01-19,276707.58,276707.58,0,on_time
LOAN_000010,2023-02-18,276707.58,276707.58,0,on_time
LOAN_000010,2023-03-20,276707.58,276707.58,0,on_time
LOAN_000010,2023-04-19,276707.58,276707.58,0,on_time
LOAN_000010,2023-05-19,276707.58,263001.75,54,partial
LOAN_000010,2023-06-18,276707.58,276707.58,0,on_time
LOAN_000010,2023-07-18,276707.58,276707.58,0,on_time
LOAN_000010,2023-08-17,276707.58,276707.58,0,on_time
LOAN_000010,2023-09-16,276707.58,276707.58,0,on_time
LOAN_000010,2023-10-16,276707.58,276707.58,0,on_time
LOAN_000010,2023-11-15,276707.58,276707.58,0,on_time
LOAN_000010,2023-12-15,276707.58,276707.58,0,on_time
LOAN_000010,2024-01-14,276707.58,276707.58,0,on_time
LOAN_000010,2024-02-13,276707.58,276707.58,0,on_time
LOAN_000010,2024-03-14,276707.58,276707.58,0,on_time
LOAN_000010,2024-04-13,276707.58,276707.58,0,on_time
LOAN_000010,2024-05-13,276707.58,276707.58,0,on_time
LOAN_000010,2024-06-12,276707.58,276707.58,0,on_time
LOAN_000010,2024-07-12,276707.58,276707.58,0,on_time
LOAN_000010,2024-08-11,276707.58,276707.58,0,on_time
LOAN_000010,2024-09-10,276707.58,276707.58,0,on_time
LOAN_000010,2024-10-10,276707.58,276707.58,0,on_time
LOAN_000010,2024-11-09,276707.58,276707.58,0,on_time
LOAN_000011,2024-11-09,833333.33,833333.33,0,on_time
LOAN_000011,2024-12-09,833333.33,833333.33,0,on_time
LOAN_000011,2025-01-08,833333.33,833333.33,0,on_time
LOAN_000011,2025-02-07,833333.33,833333.33,0,on_time
LOAN_000011,2025-03-09,833333.33,833333.33,0,on_time
LOAN_000011,2025-04-08,833333.33,833333.33,0,on_time
LOAN_000011,2025-05-08,833333.33,833333.33,0,on_time
LOAN_000011,2025-06-07,833333.33,833333.33,9,late
LOAN_000011,2025-07-07,833333.33,833333.33,0,on_time
LOAN_000011,2025-08-06,833333.33,833333.33,0,on_time
LOAN_000011,2025-09-05,833333.33,833333.33,0,on_time
LOAN_000011,2025-10-05,833333.33,833333.33,0,on_time
LOAN_000011,2025-11-04,833333.33,833333.33,0,on_time
LOAN_000011,2025-12-04,833333.33,833333.33,0,on_time
LOAN_000011,2026-01-03,833333.33,833333.33,0,on_time
LOAN_000012,2023-03-18,4166666.67,4166666.67,0,on_time
LOAN_000012,2023-04-17,4166666.67,4166666.67,0,on_time
LOAN_000012,2023-05-17,4166666.67,4166666.67,0,on_time
LOAN_000012,2023-06-16,4166666.67,4166666.67,12,late
LOAN_000012,2023-07-16,4166666.67,4166666.67,0,on_time
LOAN_000012,2023-08-15,4166666.67,4166666.67,0,on_time
LOAN_000012,2023-09-14,4166666.67,4166666.67,0,on_time
LOAN_000012,2023-10-14,4166666.67,4166666.67,0,on_time
LOAN_000012,2023-11-13,4166666.67,4166666.67,0,on_time
LOAN_000012,2023-12-13,4166666.67,4166666.67,0,on_time
LOAN_000012,2024-01-12,4166666.67,4166666.67,0,on_time
LOAN_000012,2024-02-11,4166666.67,4166666.67,0,on_time
LOAN_000013,2020-06-24,2164693.79,2164693.79,0,on_time
LOAN_000013,2020-07-24,2164693.79,2164693.79,0,on_time
LOAN_000013,2020-08-23,2164693.79,2164693.79,0,on_time
LOAN_000013,2020-09-22,2164693.79,1196279.36,50,partial
LOAN_000013,2020-10-22,2164693.79,2164693.79,0,on_time
LOAN_000013,2020-11-21,2164693.79,2164693.79,0,on_time
LOAN_000013,2020-12-21,2164693.79,2164693.79,0,on_time
LOAN_000013,2021-01-20,2164693.79,1819392.92,45,partial
LOAN_000013,2021-02-19,2164693.79,2164693.79,0,on_time
LOAN_000013,2021-03-21,2164693.79,2164693.79,0,on_time
LOAN_000013,2021-04-20,2164693.79,2164693.79,0,on_time
LOAN_000013,2021-05-20,2164693.79,2164693.79,0,on_time
LOAN_000014,2020-09-13,1041666.67,1041666.67,0,on_time
LOAN_000014,2020-10-13,1041666.67,1041666.67,0,on_time
LOAN_000014,2020-11-12,1041666.67,1041666.67,0,on_time
LOAN_000014,2020-12-12,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-01-11,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-02-10,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-03-12,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-04-11,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-05-11,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-06-10,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-07-10,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-08-09,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-09-08,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-10-08,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-11-07,1041666.67,1041666.67,0,on_time
LOAN_000014,2021-12-07,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-01-06,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-02-05,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-03-07,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-04-06,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-05-06,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-06-05,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-07-05,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-08-04,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-09-03,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-10-03,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-11-02,1041666.67,1041666.67,0,on_time
LOAN_000014,2022-12-02,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-01-01,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-01-31,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-03-02,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-04-01,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-05-01,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-05-31,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-06-30,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-07-30,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-08-29,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-09-28,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-10-28,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-11-27,1041666.67,1041666.67,0,on_time
LOAN_000014,2023-12-27,1041666.67,1041666.67,0,on_time
LOAN_000014,2024-01-26,1041666.67,1041666.67,0,on_time
LOAN_000014,2024-02-25,1041666.67,1041666.67,0,on_time
LOAN_000014,2024-03-26,1041666.67,1041666.67,0,on_time
LOAN_000014,2024-04-25,1041666.67,1041666.67,0,on_time
LOAN_000014,2024-05-25,1041666.67,1041666.67,0,on_time
LOAN_000014,2024-06-24,1041666.67,1041666.67,0,on_time
LOAN_000014,2024-07-24,1041666.67,1041666.67,0,on_time
LOAN_000015,2025-01-19,37586.66,37586.66,0,on_time
LOAN_000015,2025-02-18,37586.66,37586.66,0,on_time
LOAN_000015,2025-03-20,37586.66,37586.66,0,on_time
LOAN_000015,2025-04-19,37586.66,37586.66,0,on_time
LOAN_000015,2025-05-19,37586.66,37586.66,0,on_time
LOAN_000015,2025-06-18,37586.66,37586.66,0,on_time
LOAN_000015,2025-07-18,37586.66,37586.66,0,on_time
LOAN_000015,2025-08-17,37586.66,37586.66,0,on_time
LOAN_000015,2025-09-16,37586.66,37586.66,0,on_time
LOAN_000015,2025-10-16,37586.66,37586.66,0,on_time
LOAN_000015,2025-11-15,37586.66,37586.66,0,on_time
LOAN_000015,2025-12-15,37586.66,37586.66,0,on_time
LOAN_000016,2022-08-10,4166666.67,4166666.67,0,on_time
LOAN_000016,2022-09-09,4166666.67,4166666.67,0,on_time
LOAN_000016,2022-10-09,4166666.67,4166666.67,0,on_time
LOAN_000016,2022-11-08,4166666.67,4166666.67,0,on_time
LOAN_000016,2022-12-08,4166666.67,4166666.67,0,on_time
LOAN_000016,2023-01-07,4166666.67,4166666.67,0,on_time
LOAN_000016,2023-02-06,4166666.67,4166666.67,0,on_time
LOAN_000016,2023-03-08,4166666.67,4166666.67,0,on_time
LOAN_000016,2023-04-07,4166666.67,4166666.67,0,on_time
LOAN_000016,2023-05-07,4166666.67,4166666.67,0,on_time
LOAN_000016,2023-06-06,4166666.67,4166666.67,0,on_time
LOAN_000016,2023-07-06,4166666.67,4166666.67,0,on_time
LOAN_000017,2023-04-19,4166666.67,4166666.67,0,on_time
LOAN_000017,2023-05-19,4166666.67,4166666.67,0,on_time
LOAN_000017,2023-06-18,4166666.67,4166666.67,0,on_time
LOAN_000017,2023-07-18,4166666.67,4166666.67,0,on_time
LOAN_000017,2023-08-17,4166666.67,4166666.67,0,on_time
LOAN_000017,2023-09-16,4166666.67,4166666.67,0,on_time
LOAN_000017,2023-10-16,4166666.67,4166666.67,0,on_time
LOAN_000017,2023-11-15,4166666.67,4166666.67,0,on_time
LOAN_000017,2023-12-15,4166666.67,4166666.67,0,on_time
LOAN_000017,2024-01-14,4166666.67,4166666.67,0,on_time
LOAN_000017,2024-02-13,4166666.67,4166666.67,0,on_time
LOAN_000017,2024-03-14,4166666.67,4166666.67,0,on_time
LOAN_000018,2022-06-07,278716.86,278716.86,0,on_time
LOAN_000018,2022-07-07,278716.86,278716.86,0,on_time
LOAN_000018,2022-08-06,278716.86,278716.86,0,on_time
LOAN_000018,2022-09-05,278716.86,278716.86,0,on_time
LOAN_000018,2022-10-05,278716.86,278716.86,0,on_time
LOAN_000018,2022-11-04,278716.86,278716.86,0,on_time
LOAN_000018,2022-12-04,278716.86,278716.86,0,on_time
LOAN_000018,2023-01-03,278716.86,278716.86,0,on_time
LOAN_000018,2023-02-02,278716.86,278716.86,0,on_time
LOAN_000018,2023-03-04,278716.86,278716.86,0,on_time
LOAN_000018,2023-04-03,278716.86,278716.86,0,on_time
LOAN_000018,2023-05-03,278716.86,278716.86,0,on_time
LOAN_000018,2023-06-02,278716.86,278716.86,0,on_time
LOAN_000018,2023-07-02,278716.86,278716.86,0,on_time
LOAN_000018,2023-08-01,278716.86,278716.86,0,on_time
LOAN_000018,2023-08-31,278716.86,278716.86,0,on_time
LOAN_000018,2023-09-30,278716.86,278716.86,0,on_time
LOAN_000018,2023-10-30,278716.86,278716.86,0,on_time
LOAN_000018,2023-11-29,278716.86,278716.86,0,on_time
LOAN_000018,2023-12-29,278716.86,278716.86,0,on_time
LOAN_000018,2024-01-28,278716.86,278716.86,0,on_time
LOAN_000018,2024-02-27,278716.86,278716.86,0,on_time
LOAN_000018,2024-03-28,278716.86,278716.86,0,on_time
LOAN_000018,2024-04-27,278716.86,278716.86,0,on_time
LOAN_000018,2024-05-27,278716.86,278716.86,0,on_time
LOAN_000018,2024-06-26,278716.86,278716.86,0,on_time
LOAN_000018,2024-07-26,278716.86,278716.86,0,on_time
LOAN_000018,2024-08-25,278716.86,278716.86,0,on_time
LOAN_000018,2024-09-24,278716.86,278716.86,0,on_time
LOAN_000018,2024-10-24,278716.86,278716.86,0,on_time
LOAN_000018,2024-11-23,278716.86,247573.71,40,partial
LOAN_000018,2024-12-23,278716.86,278716.86,0,on_time
LOAN_000018,2025-01-22,278716.86,278716.86,0,on_time
LOAN_000018,2025-02-21,278716.86,278716.86,0,on_time
LOAN_000018,2025-03-23,278716.86,185039.14,50,partial
LOAN_000018,2025-04-22,278716.86,278716.86,0,on_time
LOAN_000018,2025-05-22,278716.86,278716.86,0,on_time
LOAN_000018,2025-06-21,278716.86,278716.86,0,on_time
LOAN_000018,2025-07-21,278716.86,278716.86,0,on_time
LOAN_000018,2025-08-20,278716.86,278716.86,0,on_time
LOAN_000018,2025-09-19,278716.86,278716.86,2,late
LOAN_000018,2025-10-19,278716.86,278716.86,0,on_time
LOAN_000018,2025-11-18,278716.86,278716.86,0,on_time
LOAN_000018,2025-12-18,278716.86,278716.86,0,on_time
LOAN_000019,2021-08-12,2083333.33,1851744.05,46,partial
LOAN_000019,2021-09-11,2083333.33,2083333.33,0,on_time
LOAN_000019,2021-10-11,2083333.33,2083333.33,0,on_time
